ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,RPL_THEMES,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,E_MINRTY,M_MINRTY,EP_MINRTY,MP_MINRTY,EPL_MINRTY,SPL_THEME3,RPL_THEME3,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL
39,Ohio,OH,39029,Columbiana,39029,"Columbiana County, Ohio",0.8046,531.916691,102514,0,46800,203,41632,529,22752,1642,2901,401,8500,735,7946,696,6344,975,23.1,1.7,6,0.8,20.4,1.7,10.8,0.9,6.4,1,0.5977,0.8391,0.6897,0.6437,0.6552,3.4254,0.7931,20808,96,20819,61,16385,1123,2309,366,283,194,20.3,0.1,20.3,0.1,16.6,1.1,5.5,0.9,0.3,0.2,0.8391,0.1034,0.6437,0.4368,0.2759,2.2989,0.3678,6729,348,6.6,0.3,0.3563,0.3563,0.3563,1631,275,3975,469,701,283,2924,437,3938,447,3.5,0.6,8.5,1,1.7,0.7,7,1,3.8,0.4,0.5057,0.6782,0.7126,0.6207,0.7931,3.3103,0.9195,9.3909,87552,14979,1494,2196,184,1923,0,228,68,72,52,9,15,2272,276,29,29,15.2,0.1,2.1,0.2,1.9,0,0.2,0.1,0.1,0.1,0,0.1,2.2,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39031,Coshocton,39031,"Coshocton County, Ohio",0.8736,563.9876633,36558,0,16441,49,14579,278,10156,1135,1022,292,3016,410,3662,441,3852,734,28.2,3.2,6.1,1.8,20.7,2.8,14.4,1.7,10.7,2,0.8736,0.8621,0.3218,0.8966,0.954,3.9081,0.9655,7040,76,8565,65,5725,510,865,195,139,108,19.3,0.2,23.4,0.2,15.8,1.4,5.9,1.3,0.4,0.3,0.7241,0.7471,0.5287,0.5862,0.3448,2.9309,0.8736,1546,171,4.2,0.5,0.1264,0.1264,0.1264,305,108,2345,263,305,103,1391,224,456,100,1.9,0.7,14.3,1.6,2.1,0.7,9.5,1.5,1.2,0.3,0.1609,0.8276,0.9195,0.9195,0.2299,3.0574,0.8161,10.0228,32185,7962,963,447,87,410,0,121,49,67,34,0,26,482,117,19,19,22.1,0.1,1.2,0.2,1.1,0,0.3,0.1,0.2,0.1,0,0.1,1.3,0.3,0.1,0.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3
39,Ohio,OH,39033,Crawford,39033,"Crawford County, Ohio",0.4368,401.7853289,41603,0,20019,97,17928,281,10276,1072,1085,234,3900,462,2806,377,2347,331,25.3,2.6,5.5,1.2,21.8,2.6,9.6,1.3,5.7,0.8,0.7241,0.6782,0.4253,0.4713,0.4713,2.7702,0.5977,8596,48,9079,59,7117,536,1325,222,148,142,20.7,0.1,21.8,0.1,17.3,1.3,7.4,1.2,0.4,0.4,0.8621,0.3103,0.7816,0.8966,0.3448,3.1954,0.954,2114,229,5.1,0.6,0.2299,0.2299,0.2299,578,142,787,170,124,74,1171,232,550,158,2.9,0.7,3.9,0.9,0.7,0.4,6.5,1.3,1.3,0.4,0.3678,0.2529,0.0575,0.5172,0.2874,1.4828,0.092,7.6783,36725,4965,503,474,110,703,0,273,47,61,32,25,39,566,182,12,12,12.1,0,1.1,0.3,1.7,0,0.7,0.1,0.1,0.1,0.1,0.1,1.4,0.4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39035,Cuyahoga,39035,"Cuyahoga County, Ohio",0.931,457.2103999,1241475,0,617795,627,547887,1989,315000,6092,47781,2114,161385,2923,83088,2042,66381,2434,25.9,0.5,7.4,0.3,29.5,0.5,9.5,0.2,5.4,0.2,0.7586,0.977,1,0.4368,0.3103,3.4827,0.8276,225523,13,257707,38,180863,2925,44379,1628,22005,1381,18.2,0.1,20.8,0,14.7,0.2,8.1,0.3,1.9,0.1,0.4943,0.1954,0.4138,0.954,0.9885,3.046,0.8966,518451,3524,41.8,0.3,1,1,1,117223,2301,3461,360,6592,675,70406,2001,28713,1318,19,0.4,0.6,0.1,1.2,0.1,12.9,0.4,2.3,0.1,1,0,0.4138,0.9885,0.5747,2.977,0.7586,10.5057,1424540,165596,4741,360309,1693,76316,0,38081,891,1594,206,262,63,35701,1824,6188,6188,13.7,0,29,0.1,6.1,0,3.1,0.1,0.1,0.1,0,0.1,2.9,0.1,0.5,0.1,0,1,1,0,0,2,0,0,0,1,2,1,1,1,1,0,0,1,0,2,7
39,Ohio,OH,39037,Darke,39037,"Darke County, Ohio",0.1264,598.1019344,51387,0,22975,95,21171,242,11039,990,697,179,3863,473,3390,401,3065,389,21.8,2,2.7,0.7,18.2,2.2,9.6,1.1,6,0.8,0.5172,0.0345,0.4138,0.4713,0.5632,2,0.3333,10013,69,12185,59,6965,557,1092,218,81,115,19.5,0.1,23.7,0.1,13.7,1.1,5.2,1,0.2,0.2,0.7816,0.8391,0.2874,0.2759,0.1149,2.2989,0.3678,2086,235,4.1,0.5,0.1034,0.1034,0.1034,459,150,1037,198,246,89,963,194,590,190,2,0.7,4.5,0.9,1.2,0.4,4.5,0.9,1.1,0.4,0.1954,0.3448,0.4138,0.1839,0.1264,1.2643,0.069,5.6666,44214,6907,641,373,85,818,0,183,112,123,34,0,29,589,138,0,0,13.6,0.1,0.7,0.2,1.6,0,0.4,0.2,0.2,0.1,0,0.1,1.1,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39039,Defiance,39039,"Defiance County, Ohio",0.3908,411.4495531,38024,0,16805,85,15385,268,6519,967,879,212,2674,354,2079,285,2437,659,17.5,2.6,4.4,1.1,17.4,2.3,8,1.1,6.5,1.7,0.2414,0.3218,0.2184,0.2644,0.6782,1.7242,0.2069,7079,56,8711,23,4511,468,1126,234,265,145,18.6,0.1,22.9,0.1,11.9,1.2,7.3,1.5,0.7,0.4,0.5862,0.5862,0.1149,0.8736,0.7471,2.908,0.8621,5281,199,13.9,0.5,0.7816,0.7816,0.7816,614,156,778,170,160,83,798,189,593,195,3.7,0.9,4.6,1,1,0.5,5.2,1.2,1.6,0.5,0.5402,0.3793,0.3333,0.3333,0.3793,1.9654,0.2414,7.3792,36253,5002,860,544,100,3898,0,110,37,114,47,24,23,575,120,16,16,13.4,0.1,1.4,0.3,10.3,0,0.3,0.1,0.3,0.1,0.1,0.1,1.5,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39041,Delaware,39041,"Delaware County, Ohio",0.069,443.1463605,205454,0,74732,162,71521,536,14912,1564,2774,415,11791,793,4294,509,9090,1261,7.4,0.8,2.5,0.4,16.5,1.1,3.2,0.4,4.4,0.6,0,0.0115,0.7586,0,0.1149,0.885,0.0575,28195,105,54078,0,16765,1024,3354,403,1651,378,13.7,0.1,26.3,0,8.2,0.5,4.7,0.6,0.9,0.2,0.0345,0.9885,0,0.1724,0.8506,2.046,0.1839,33009,1060,16.1,0.5,0.8391,0.8391,0.8391,4644,455,1501,382,475,143,1901,406,2520,262,6.2,0.6,2,0.5,0.7,0.2,2.7,0.6,1.2,0.1,0.7931,0.1379,0.0575,0.0115,0.2299,1.2299,0.0575,5,201584,7559,993,6908,439,5551,0,14064,571,212,101,21,27,5876,713,377,377,3.7,0.5,3.4,0.2,2.7,0,6.8,0.3,0.1,0.1,0,0.1,2.9,0.3,0.2,0.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
39,Ohio,OH,39043,Erie,39043,"Erie County, Ohio",0.4253,251.2879801,74419,0,37877,123,31319,606,14114,1283,2153,407,6570,599,4155,435,3950,704,19.3,1.7,5.7,1.1,21,1.9,7.8,0.8,5.4,1,0.3793,0.7471,0.6207,0.1954,0.3103,2.2528,0.3908,16184,87,15131,0,10812,742,1921,348,283,150,21.7,0.1,20.3,0,14.7,1,6.1,1.1,0.4,0.2,0.954,0.1034,0.4138,0.6437,0.3448,2.4597,0.5172,13155,688,17.7,0.9,0.8851,0.8851,0.8851,2558,361,1027,245,250,118,2070,335,1246,298,6.8,1,2.7,0.6,0.8,0.4,6.6,1.1,1.7,0.4,0.8046,0.1954,0.1264,0.5517,0.4023,2.0804,0.2759,7.678,80309,10301,1139,6487,344,3385,0,578,90,259,70,7,10,2141,467,298,298,14.1,0.1,8.7,0.5,4.5,0,0.8,0.1,0.3,0.1,0,0.1,2.9,0.6,0.4,0.3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39,Ohio,OH,39045,Fairfield,39045,"Fairfield County, Ohio",0.3678,504.3650275,156204,0,61567,135,57071,522,23158,1752,3056,425,13193,892,7116,574,8873,1058,15.1,1.1,3.9,0.5,23.1,1.5,6.7,0.5,5.8,0.7,0.1034,0.2529,0.7816,0.092,0.5057,1.7356,0.2184,24611,125,37471,0,20519,1119,3485,522,1342,341,15.8,0.1,24,0,13.4,0.7,6.1,0.9,0.9,0.2,0.1264,0.8851,0.2644,0.6437,0.8506,2.7702,0.7816,23330,1037,14.9,0.7,0.8161,0.8161,0.8161,3017,406,1373,267,824,229,2458,348,2978,359,4.9,0.7,2.2,0.4,1.4,0.4,4.3,0.6,1.9,0.2,0.6667,0.1609,0.5172,0.1609,0.4713,1.977,0.2529,7.2989,129483,14940,1744,11757,619,3618,0,2586,340,90,55,49,62,4920,723,310,310,9.8,0,7.5,0.4,2.3,0,1.7,0.2,0.1,0.1,0,0.1,3.1,0.5,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39047,Fayette,39047,"Fayette County, Ohio",0.6092,406.3607275,28609,0,12809,58,11737,231,7463,792,644,173,2821,365,3159,393,2284,572,26.5,2.8,4.9,1.3,24,3.1,16.1,2,8.1,2,0.8161,0.5172,0.2529,0.9425,0.8391,3.3678,0.7816,5006,66,6745,48,5694,515,859,187,35,96,17.5,0.2,23.6,0.2,20.1,1.8,7.3,1.6,0.1,0.4,0.2989,0.8161,0.8621,0.8736,0.0345,2.8852,0.8506,2233,167,7.8,0.6,0.4943,0.4943,0.4943,340,123,576,136,101,53,942,223,317,102,2.7,1,4.5,1.1,0.9,0.5,8,1.9,1.1,0.4,0.3333,0.3448,0.2184,0.7931,0.1264,1.816,0.2069,8.5633,26879,4934,753,650,99,625,0,291,58,8,16,11,11,631,119,17,17,17.4,0.1,2.3,0.3,2.2,0,1,0.2,0,0.1,0,0.1,2.2,0.4,0.1,0.1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,Ohio,OH,39049,Franklin,39049,"Franklin County, Ohio",0.908,532.4171039,1304715,0,559478,702,519237,1947,293865,6504,34844,1684,146244,3125,77465,2624,100364,4170,23.1,0.5,4.8,0.2,28.2,0.6,8.9,0.3,7.7,0.3,0.5977,0.4598,0.9885,0.3793,0.7931,3.2184,0.7356,156727,20,303936,0,149674,3377,40985,1855,28664,1910,12,0.1,23.3,0,11.5,0.3,7.9,0.4,2.4,0.2,0,0.7241,0.092,0.9425,1,2.7586,0.7701,493553,4122,37.8,0.3,0.9885,0.9885,0.9885,82813,2236,5005,569,11866,1012,37266,1476,28374,1694,14.8,0.4,0.9,0.1,2.3,0.2,7.2,0.3,2.2,0.1,0.977,0.0345,0.954,0.6667,0.5402,3.1724,0.8506,10.1379,1482013,101902,4709,293240,2448,74083,0,70260,1247,1679,334,412,201,49608,2382,4271,4271,8,0,22.5,0.2,5.7,0,5.4,0.1,0.1,0.1,0,0.1,3.8,0.2,0.3,0.1,0,0,1,0,0,1,0,0,0,1,2,1,1,1,1,0,1,0,0,2,6
39,Ohio,OH,39051,Fulton,39051,"Fulton County, Ohio",0.1724,405.44696,42186,0,17584,85,16582,256,7045,905,941,207,2956,325,2113,290,2215,388,17,2.2,4.4,1,17.8,1.9,7.3,1,5.3,0.9,0.1954,0.3218,0.2989,0.1264,0.2874,1.2299,0.1379,7613,93,9949,30,5743,640,910,186,282,145,18,0.2,23.6,0.1,13.7,1.5,5.5,1.1,0.7,0.4,0.4598,0.8161,0.2874,0.4368,0.7471,2.7472,0.7586,4792,171,11.4,0.4,0.7011,0.7011,0.7011,375,202,1110,189,205,94,558,165,471,167,2.1,1.1,6.3,1.1,1.2,0.6,3.4,1,1.1,0.4,0.2184,0.5172,0.4138,0.069,0.1264,1.3448,0.0805,6.023,39068,4423,608,139,61,3761,0,228,40,107,55,20,29,529,108,8,8,10.6,0,0.3,0.1,8.9,0,0.5,0.1,0.3,0.1,0,0.1,1.3,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39053,Gallia,39053,"Gallia County, Ohio",0.5977,466.529313,29995,0,13903,63,11359,360,7264,880,580,192,2495,344,2867,303,2818,542,24.9,3,4.5,1.5,22,2.9,13.9,1.5,9.5,1.8,0.6897,0.3678,0.1839,0.8506,0.8736,2.9656,0.6897,5605,80,6891,125,6039,541,422,143,58,103,18.7,0.3,23,0.4,20.4,1.8,3.7,1.3,0.2,0.4,0.6207,0.6092,0.8966,0.046,0.1149,2.2874,0.3448,2103,285,7,1,0.4023,0.4023,0.4023,212,98,3291,302,151,85,783,185,841,151,1.5,0.7,23.7,2.2,1.3,0.7,6.9,1.6,2.8,0.5,0.1034,0.9655,0.4483,0.5862,0.6782,2.7816,0.6322,8.4369,30300,6794,854,552,103,414,0,230,17,150,89,47,70,641,175,69,69,23.3,0.1,1.8,0.3,1.4,0,0.8,0.1,0.5,0.3,0.2,0.2,2.1,0.6,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
39,Ohio,OH,39055,Geauga,39055,"Geauga County, Ohio",0.2759,400.3005007,93657,0,37280,95,35303,418,10823,1204,1365,307,6331,532,6219,599,7481,807,11.7,1.3,2.8,0.6,17.9,1.5,9.6,0.9,8.1,0.9,0.046,0.0575,0.5977,0.4713,0.8391,2.0116,0.3448,19055,99,21440,52,9801,699,922,202,514,143,20.3,0.1,22.9,0.1,10.6,0.8,2.6,0.6,0.6,0.2,0.8391,0.5862,0.069,0,0.6552,2.1495,0.2529,4628,396,4.9,0.4,0.1839,0.1839,0.1839,1186,256,1164,202,624,154,3121,290,1009,238,3.2,0.7,3.1,0.5,1.8,0.4,8.8,0.8,1.1,0.3,0.4138,0.2069,0.7701,0.8391,0.1264,2.3563,0.4138,6.7013,83418,16218,1128,1171,165,1479,0,517,153,104,84,0,29,1068,229,289,289,17.5,0,1.3,0.2,1.6,0,0.6,0.2,0.1,0.1,0,0.1,1.1,0.2,0.3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39057,Greene,39057,"Greene County, Ohio",0.1839,413.5583287,167867,0,70796,293,65915,670,27027,1605,4231,512,14574,924,6796,588,7020,882,17,1,5.1,0.6,22.1,1.4,6,0.5,4.3,0.5,0.1954,0.5977,0.8276,0.0575,0.1034,1.7816,0.2299,28667,127,34584,0,21448,1112,3452,410,848,250,17.1,0.1,20.6,0,13.1,0.7,5.2,0.6,0.5,0.2,0.2414,0.1609,0.2069,0.2759,0.5172,1.4023,0.046,28836,1035,17.2,0.6,0.8736,0.8736,0.8736,6739,687,844,194,559,142,3012,413,8974,679,9.5,1,1.2,0.3,0.8,0.2,4.6,0.6,5.3,0.4,0.8966,0.069,0.1264,0.2184,0.8621,2.1725,0.3218,6.23,178461,12330,1537,11009,473,4987,0,5090,336,154,83,94,94,6684,673,818,818,7.8,0,6.6,0.3,3,0,3,0.2,0.1,0.1,0.1,0.1,4,0.4,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39059,Guernsey,39059,"Guernsey County, Ohio",0.7816,522.2536181,38996,0,19341,63,16244,339,10658,917,889,241,4075,425,4148,500,3663,567,27.7,2.4,5,1.3,25.1,2.6,15.2,1.8,9.5,1.5,0.8621,0.5632,0.4713,0.908,0.8736,3.6782,0.8966,7582,56,8586,61,6512,544,986,191,24,100,19.4,0.1,22,0.2,16.9,1.4,6.1,1.2,0.1,0.3,0.7471,0.3448,0.7356,0.6437,0.0345,2.5057,0.5632,2285,315,5.9,0.8,0.3103,0.3103,0.3103,604,180,2647,320,276,116,1171,216,497,122,3.1,0.9,13.7,1.7,1.7,0.7,7.2,1.3,1.3,0.3,0.3908,0.7931,0.7126,0.6667,0.2874,2.8506,0.6552,9.3448,34620,7053,744,653,157,456,0,160,63,83,45,0,26,742,194,191,191,18.3,0.1,1.7,0.4,1.2,0,0.4,0.2,0.2,0.1,0,0.1,1.9,0.5,0.5,0.4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,Ohio,OH,39061,Hamilton,39061,"Hamilton County, Ohio",0.8621,405.4069761,815790,0,380100,447,344588,1515,179043,4468,23304,1508,94205,2492,45405,2036,44460,2430,22.4,0.6,5.4,0.3,27.3,0.7,8.2,0.4,5.5,0.3,0.5517,0.6667,0.977,0.2989,0.3678,2.8621,0.6322,125679,76,187494,0,96301,2654,29174,1428,9877,1013,15.4,0.1,23,0,11.9,0.3,8.5,0.4,1.3,0.1,0.092,0.6092,0.1149,0.977,0.9425,2.7356,0.7241,288846,3261,35.4,0.4,0.977,0.977,0.977,64518,1950,3026,400,5535,586,37864,1389,18668,1095,17,0.5,0.8,0.1,1.6,0.2,11,0.4,2.3,0.1,0.9885,0.0115,0.6667,0.977,0.5747,3.2184,0.8621,9.7931,982557,78270,3448,206875,1638,28022,0,22108,840,650,178,548,183,26718,1910,3925,3925,9.8,0,25.4,0.2,3.4,0,2.7,0.1,0.1,0.1,0.1,0.1,3.3,0.2,0.5,0.2,0,0,1,0,0,1,0,0,0,1,2,1,1,1,1,0,0,1,0,2,6
39,Ohio,OH,39063,Hancock,39063,"Hancock County, Ohio",0.2414,531.324607,75765,0,34401,142,32022,416,12903,1222,1453,320,6362,664,3614,450,3111,415,17.6,1.7,3.7,0.8,19.9,2.1,6.9,0.9,4.2,0.6,0.2529,0.1609,0.6092,0.1034,0.092,1.2184,0.1149,13027,127,16806,34,9010,635,1725,340,535,235,17.2,0.2,22.2,0,12,0.8,5.4,1.1,0.8,0.3,0.2644,0.4138,0.1494,0.3678,0.8161,2.0115,0.1494,8635,334,11.4,0.4,0.7011,0.7011,0.7011,2498,397,2156,273,288,138,1874,322,2021,279,7.3,1.2,6.3,0.8,0.9,0.4,5.9,1,2.7,0.4,0.8276,0.5172,0.2184,0.3793,0.6437,2.5862,0.5287,6.5172,85267,7017,1032,972,174,4304,0,1581,126,47,50,0,29,1597,215,134,134,9.5,0,1.3,0.2,5.7,0,2.1,0.2,0.1,0.1,0,0.1,2.1,0.3,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39065,Hardin,39065,"Hardin County, Ohio",0.5402,470.2850214,31393,0,13224,106,11777,281,6646,852,769,191,2274,299,1900,296,2999,615,23.1,3,5.1,1.2,19.3,2.5,9.8,1.5,9.6,2,0.5977,0.5977,0.1724,0.5172,0.8966,2.7816,0.6092,5030,58,7047,83,4668,403,659,163,150,119,16,0.2,22.4,0.3,15,1.3,5.6,1.4,0.5,0.4,0.1379,0.4713,0.4483,0.4828,0.5172,2.0575,0.1954,1757,170,5.6,0.5,0.2989,0.2989,0.2989,439,148,1370,218,128,67,710,190,2337,235,3.3,1.1,10.4,1.7,1.1,0.6,6,1.6,7.4,0.7,0.4598,0.7356,0.3563,0.4253,0.931,2.908,0.7126,8.046,27529,4799,744,339,79,585,0,237,46,1,4,0,26,575,139,20,20,16.5,0.1,1.1,0.3,1.9,0,0.8,0.1,0,0.1,0,0.1,1.8,0.4,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
39,Ohio,OH,39067,Harrison,39067,"Harrison County, Ohio",0.8161,402.3308868,15132,0,8092,79,6221,230,3525,500,379,118,1317,243,1341,230,1810,460,23.8,3.4,5.9,1.9,21.2,3.8,12.3,2.1,12.2,3.1,0.6322,0.8276,0.0575,0.7586,0.977,3.2529,0.7471,3270,17,3151,0,2595,338,315,123,69,93,21.6,0.1,20.8,0,17.5,2.3,5.1,2,0.5,0.6,0.9425,0.1954,0.7931,0.2644,0.5172,2.7126,0.7011,795,160,5.3,1.1,0.2644,0.2644,0.2644,90,34,1331,238,159,86,573,158,280,168,1.1,0.4,16.4,2.9,2.6,1.4,9.2,2.4,1.9,1.1,0.046,0.8736,0.977,0.8736,0.4713,3.2415,0.908,9.4714,11462,3122,571,430,113,56,48,78,67,0,19,0,19,201,70,30,30,21,0.2,2.8,0.7,0.4,0.3,0.5,0.4,0,0.2,0,0.2,1.3,0.5,0.2,0.2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,3
39,Ohio,OH,39069,Henry,39069,"Henry County, Ohio",0.1149,416.010008,27068,0,12130,65,11069,217,4351,555,624,191,1850,249,1216,213,1322,312,16.4,2.1,4.5,1.4,16.7,2.2,6.5,1.1,5,1.2,0.1609,0.3678,0.0805,0.0805,0.2184,0.9081,0.069,5002,47,6296,27,3327,320,660,148,129,106,18.5,0.2,23.3,0.1,12.5,1.2,6,1.3,0.5,0.4,0.5632,0.7241,0.1839,0.5977,0.5172,2.5861,0.6092,2822,169,10.4,0.6,0.6092,0.6092,0.6092,377,129,996,202,49,33,362,104,447,126,3.1,1.1,8.2,1.7,0.4,0.3,3.3,0.9,1.7,0.5,0.3908,0.6667,0,0.0575,0.4023,1.5173,0.1149,5.6207,26569,2403,361,191,49,2094,0,89,19,58,42,8,11,281,64,101,101,9,0,0.7,0.2,7.7,0,0.3,0.1,0.2,0.2,0,0.1,1,0.2,0.4,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39071,Highland,39071,"Highland County, Ohio",0.8276,553.0833852,43080,0,19321,69,16747,352,12085,1077,933,214,3906,451,4635,504,4158,815,28.5,2.5,4.8,1.1,23.3,2.6,15.7,1.7,9.8,1.9,0.8851,0.4598,0.4368,0.9195,0.9195,3.6207,0.8736,7879,74,10281,34,7959,658,679,179,159,137,18.3,0.2,23.9,0.1,18.7,1.5,4.1,1.1,0.4,0.3,0.5172,0.8621,0.8276,0.0805,0.3448,2.6322,0.6552,2154,409,5,0.9,0.2184,0.2184,0.2184,435,125,2422,291,343,137,1453,289,578,156,2.3,0.6,12.5,1.5,2,0.8,8.7,1.7,1.3,0.4,0.2759,0.7701,0.8621,0.8276,0.2874,3.0231,0.7931,9.4944,37706,9289,1252,633,281,513,0,139,89,112,54,0,26,725,258,32,32,21.9,0.1,1.5,0.7,1.2,0,0.3,0.2,0.3,0.1,0,0.1,1.7,0.6,0.1,0.1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
39,Ohio,OH,39073,Hocking,39073,"Hocking County, Ohio",0.4828,421.3491825,28306,0,13437,95,11533,274,6626,814,513,144,2217,328,2342,457,1365,258,23.8,2.9,3.8,1.1,19.2,2.8,11.7,2.3,4.9,0.9,0.6322,0.2069,0.1494,0.7126,0.1954,1.8965,0.2989,5340,34,6163,121,4806,445,808,202,135,133,18.9,0.1,21.8,0.4,17.2,1.6,7,1.7,0.5,0.5,0.6897,0.3103,0.7701,0.8276,0.5172,3.1149,0.9195,1186,214,4.2,0.8,0.1264,0.1264,0.1264,299,102,2354,297,332,120,464,124,477,197,2.2,0.8,17.5,2.2,2.9,1,4,1.1,1.7,0.7,0.2414,0.908,0.9885,0.1264,0.4023,2.6666,0.5862,7.8044,21501,4779,718,228,63,284,0,25,27,10,17,0,23,628,201,11,11,17.2,0.1,0.8,0.2,1,0,0.1,0.1,0,0.1,0,0.1,2.2,0.7,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2
39,Ohio,OH,39075,Holmes,39075,"Holmes County, Ohio",0.4713,422.6116094,43954,0,13593,88,12351,281,8245,1047,476,201,2230,306,11377,697,18026,1245,19.1,2.4,2.3,1,18.1,2.4,43.9,2.6,41.8,2.9,0.3563,0,0.1609,1,1,2.5172,0.4828,6037,43,13731,128,3609,463,355,120,664,174,13.7,0.1,31.2,0.3,8.4,1.1,2.9,1,1.6,0.4,0.0345,1,0.0115,0.0115,0.9655,2.023,0.1609,977,235,2.2,0.5,0,0,0,268,95,873,168,506,164,3764,350,881,269,2,0.7,6.4,1.2,4.1,1.3,30.5,2.7,2,0.6,0.1954,0.5517,1,1,0.4943,3.2414,0.8966,7.7816,42842,19798,1511,63,51,432,0,134,122,132,135,0,26,216,138,0,0,46,0.3,0.1,0.1,1,0,0.3,0.3,0.3,0.3,0,0.1,0.5,0.3,0,0.1,0,0,0,1,1,2,0,1,0,0,2,0,1,0,0,0,1,1,0,2,6
