ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,RPL_THEMES,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,E_MINRTY,M_MINRTY,EP_MINRTY,MP_MINRTY,EPL_MINRTY,SPL_THEME3,RPL_THEME3,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL
39,Ohio,OH,39077,Huron,39077,"Huron County, Ohio",0.5172,492.2428471,58271,0,25314,140,23050,363,12230,1125,1334,274,4837,452,4289,446,3548,689,21.2,2,4.7,0.9,21,1.9,10.8,1.1,6.1,1.2,0.4828,0.4368,0.5402,0.6437,0.5862,2.6897,0.5402,10029,114,14019,58,8220,636,1555,263,203,154,17.2,0.2,24.1,0.1,14.2,1.1,6.7,1.1,0.4,0.3,0.2644,0.8966,0.3793,0.7586,0.3448,2.6437,0.6667,5930,250,10.2,0.4,0.5977,0.5977,0.5977,803,195,1607,237,263,84,1107,236,977,340,3.2,0.8,6.3,0.9,1.1,0.4,4.8,1,1.7,0.6,0.4138,0.5172,0.3563,0.2644,0.4023,1.954,0.2299,7.8851,51222,7530,1060,736,117,3905,0,123,61,120,84,8,10,967,157,71,71,13.1,0.1,1.3,0.2,6.7,0,0.2,0.1,0.2,0.1,0,0.1,1.7,0.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39079,Jackson,39079,"Jackson County, Ohio",0.6667,420.3102225,32440,0,14914,74,12971,280,9523,1284,1030,277,3094,444,3029,463,2105,482,30,4,6.9,1.8,23.9,3.4,13.6,2.1,6.6,1.5,0.908,0.931,0.3448,0.8391,0.6897,3.7126,0.9195,5558,82,7679,83,6245,663,720,217,0,104,17.1,0.3,23.7,0.3,19.5,2.1,5.6,1.7,0,0.3,0.2414,0.8391,0.8506,0.4828,0,2.4139,0.4598,1310,223,4,0.7,0.092,0.092,0.092,277,98,2745,392,275,125,760,192,354,156,1.9,0.7,18.4,2.6,2.1,1,5.9,1.5,1.1,0.5,0.1609,0.931,0.9195,0.3793,0.1264,2.5171,0.4943,8.7356,30475,6674,877,316,152,360,0,0,26,18,27,55,73,559,143,2,2,20.8,0.1,1,0.5,1.1,0,0,0.1,0.1,0.1,0.2,0.2,1.7,0.4,0,0.1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4
39,Ohio,OH,39081,Jefferson,39081,"Jefferson County, Ohio",0.6207,408.1241384,65943,0,32448,132,27541,436,16785,1220,1676,272,5648,457,4026,354,3230,445,26.4,1.9,5.6,0.9,20.5,1.6,8.5,0.8,5,0.7,0.8046,0.7011,0.5632,0.3333,0.2184,2.6206,0.5057,14174,62,12664,43,11619,605,1560,251,112,117,21.5,0.1,19.2,0.1,17.8,0.9,5.7,0.9,0.2,0.2,0.9195,0.0575,0.8046,0.5287,0.1149,2.4252,0.4713,6525,294,9.9,0.4,0.5862,0.5862,0.5862,1760,217,2021,278,187,94,2724,250,2300,289,5.4,0.7,6.2,0.9,0.7,0.3,9.9,0.9,3.5,0.4,0.6897,0.4943,0.0575,0.954,0.7471,2.9426,0.7471,8.5746,61078,9684,896,3719,194,1011,0,373,67,17,18,0,29,1309,195,96,96,15.2,0.1,5.6,0.3,1.5,0,0.6,0.1,0,0.1,0,0.1,2,0.3,0.1,0.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2
39,Ohio,OH,39083,Knox,39083,"Knox County, Ohio",0.3563,525.4988831,61776,0,25899,151,23027,415,10927,1385,1277,345,4608,436,3369,502,6000,1224,18.8,2.4,4.2,1.1,20,1.9,8.3,1.2,9.8,2,0.3333,0.2759,0.5172,0.3103,0.9195,2.3562,0.4023,11109,79,14076,0,8140,608,1488,298,290,185,18,0.1,22.8,0,13.3,1,6.5,1.3,0.5,0.3,0.4598,0.5517,0.2414,0.7241,0.5172,2.4942,0.5402,3338,369,5.4,0.6,0.2759,0.2759,0.2759,300,85,892,190,296,134,1503,284,3678,357,1.2,0.3,3.4,0.7,1.3,0.6,6.5,1.2,6,0.6,0.069,0.2299,0.4483,0.5172,0.908,2.1724,0.2989,7.2987,52207,7713,1323,528,134,975,0,286,88,73,59,8,14,1326,283,142,142,13.3,0.1,0.9,0.2,1.6,0,0.5,0.1,0.1,0.1,0,0.1,2.1,0.5,0.2,0.3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
39,Ohio,OH,39085,Lake,39085,"Lake County, Ohio",0.2644,229.2702746,229755,0,103212,183,96534,784,32520,1680,5882,637,21655,1101,12324,937,11103,946,14.4,0.7,4.8,0.5,22.4,1.1,7.4,0.6,4.9,0.4,0.092,0.4598,0.8851,0.1494,0.1954,1.7817,0.2414,45868,44,46016,22,31418,1277,5017,474,2596,451,20,0.1,20,0,13.8,0.6,5.2,0.5,1.2,0.2,0.8276,0.0805,0.3218,0.2759,0.931,2.4368,0.4828,28585,964,12.4,0.4,0.7586,0.7586,0.7586,10830,728,1788,275,885,223,4184,515,3053,350,10.5,0.7,1.7,0.3,0.9,0.2,4.3,0.5,1.3,0.2,0.9195,0.1034,0.2184,0.1609,0.2874,1.6896,0.1839,6.6667,211984,18589,1286,9598,516,10356,0,2918,266,130,71,48,34,5178,722,357,357,8.2,0,4.2,0.2,4.5,0,1.3,0.1,0.1,0.1,0,0.1,2.3,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2
39,Ohio,OH,39087,Lawrence,39087,"Lawrence County, Ohio",0.4483,453.3926975,59901,0,27538,102,23208,561,17592,1566,1269,277,5789,602,5187,590,2817,550,29.8,2.7,5,1.1,24.9,2.5,12.3,1.4,4.7,0.9,0.8966,0.5632,0.5747,0.7586,0.1609,2.954,0.6667,11152,80,13187,82,13665,781,1580,319,66,147,18.6,0.1,22,0.1,23,1.3,6.8,1.4,0.1,0.3,0.5862,0.3448,0.977,0.7701,0.0345,2.7126,0.7011,3252,372,5.4,0.6,0.2759,0.2759,0.2759,614,188,4678,545,171,93,1481,276,682,240,2.2,0.7,17,2,0.7,0.4,6.4,1.2,1.1,0.4,0.2414,0.8966,0.0575,0.4828,0.1264,1.8047,0.1954,7.7472,50991,9096,915,1015,222,596,0,224,105,7,19,12,15,1299,249,99,99,15.4,0.1,1.7,0.4,1,0,0.4,0.2,0,0.1,0,0.1,2.2,0.4,0.2,0.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
39,Ohio,OH,39089,Licking,39089,"Licking County, Ohio",0.3448,682.4271213,175409,0,71034,133,64466,622,29508,2021,3282,490,13426,874,8977,781,9808,871,17.3,1.2,3.7,0.6,20.8,1.3,7.5,0.7,5.6,0.5,0.2184,0.1609,0.8161,0.1609,0.4368,1.7931,0.2529,28771,127,40629,0,26909,1208,3624,461,867,281,16.4,0.1,23.2,0,15.5,0.7,5.6,0.7,0.5,0.2,0.1724,0.7126,0.4943,0.4828,0.5172,2.3793,0.4368,18636,863,10.6,0.5,0.6322,0.6322,0.6322,3159,455,3186,484,1123,284,3121,428,3887,292,4.4,0.6,4.5,0.7,1.7,0.4,4.8,0.7,2.2,0.2,0.6207,0.3448,0.7126,0.2644,0.5402,2.4827,0.4713,7.2873,162525,15026,1585,7158,455,3587,0,2771,395,118,69,25,44,4685,574,292,292,8.8,0,4.1,0.3,2,0,1.6,0.2,0.1,0.1,0,0.1,2.7,0.3,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39091,Logan,39091,"Logan County, Ohio",0.1954,458.5053378,45315,0,23450,118,18604,463,8945,977,995,252,3425,396,2336,309,2257,378,20,2.2,4.5,1.1,18.4,2.1,7.5,1,5,0.8,0.4138,0.3678,0.3793,0.1609,0.2184,1.5402,0.1839,8187,82,10475,60,5495,474,1000,227,194,132,18.1,0.2,23.1,0.1,12.2,1.1,5.4,1.2,0.5,0.3,0.4828,0.6667,0.1609,0.3678,0.5172,2.1954,0.2759,3223,259,7.1,0.6,0.4138,0.4138,0.4138,594,167,2198,294,318,140,870,198,481,181,2.5,0.7,9.4,1.3,1.7,0.8,4.7,1.1,1.1,0.4,0.3103,0.7126,0.7126,0.2414,0.1264,2.1033,0.2874,6.2527,41890,4581,585,653,122,786,0,343,30,42,38,36,34,1307,212,56,56,10.2,0,1.4,0.3,1.7,0,0.8,0.1,0.1,0.1,0.1,0.1,2.9,0.5,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39093,Lorain,39093,"Lorain County, Ohio",0.7471,490.5360875,309134,0,131984,298,121669,786,59631,2299,7337,643,30469,1433,21553,1003,16509,1413,19.9,0.8,4.9,0.4,25,1.2,10,0.5,5.5,0.5,0.3908,0.5172,0.908,0.5632,0.3678,2.747,0.5747,56737,151,68027,0,42625,1835,8745,668,2792,409,18.4,0.1,22,0,14.1,0.6,7.2,0.5,1,0.1,0.5402,0.3448,0.3448,0.8391,0.8851,2.954,0.8851,68695,1510,22.2,0.5,0.9195,0.9195,0.9195,11248,851,3160,404,1249,316,7611,628,9199,719,8.5,0.6,2.4,0.3,1,0.3,6.3,0.5,3,0.2,0.8506,0.1724,0.3333,0.4598,0.6897,2.5058,0.4828,9.1263,269157,42049,2229,23309,799,31425,0,3546,323,722,192,89,94,9241,991,363,363,14,0,7.5,0.3,10.2,0,1.1,0.1,0.2,0.1,0,0.1,3,0.3,0.1,0.1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
39,Ohio,OH,39095,Lucas,39095,"Lucas County, Ohio",0.9655,339.6630893,430319,0,203586,409,181472,1150,115148,3351,15436,1278,50181,1673,30246,1195,24901,1744,27.4,0.8,7.2,0.6,27.7,0.9,10.3,0.4,5.9,0.4,0.8506,0.954,0.9425,0.6092,0.5402,3.8965,0.954,69910,53,99028,33,65221,2001,15735,858,2438,407,16.2,0.1,23,0,15.3,0.5,8.7,0.5,0.6,0.1,0.1494,0.6092,0.4598,0.9885,0.6552,2.8621,0.8391,138003,2439,32.1,0.6,0.9655,0.9655,0.9655,25227,1226,4319,541,2288,396,17411,1037,9655,920,12.4,0.6,2.1,0.3,1.3,0.2,9.6,0.6,2.2,0.2,0.9655,0.1494,0.4483,0.9425,0.5402,3.0459,0.8046,10.77,453470,46980,2190,80197,1466,31680,0,7208,387,747,214,118,39,16184,1572,1869,1869,11.2,0,18.6,0.3,7.4,0,1.7,0.1,0.2,0.1,0,0.1,3.8,0.4,0.4,0.2,0,1,1,0,0,2,0,0,0,1,1,1,0,1,1,0,0,1,0,2,6
39,Ohio,OH,39097,Madison,39097,"Madison County, Ohio",0.3333,465.8133143,44248,0,16143,366,15017,434,6040,664,781,174,2743,332,4009,407,2456,487,15.5,1.7,3.8,0.9,18.3,2.1,12.6,1.3,6.3,1.2,0.1149,0.2069,0.2414,0.7931,0.6322,1.9885,0.3103,6831,120,9052,27,6232,541,1018,216,265,133,15.4,0.3,20.5,0.1,15.9,1.4,6.8,1.4,0.6,0.3,0.092,0.1379,0.5402,0.7701,0.6552,2.1954,0.2759,5288,435,12,1,0.7241,0.7241,0.7241,586,208,818,132,166,88,530,135,5249,952,3.6,1.3,5.1,0.8,1.1,0.6,3.5,0.9,11.9,2.2,0.5287,0.4138,0.3563,0.0805,0.977,2.3563,0.4138,7.2643,42110,3658,1336,2553,289,994,0,282,97,38,31,6,11,1287,286,128,128,9.4,0.2,5.8,0.7,2.2,0,0.6,0.2,0.1,0.1,0,0.1,2.9,0.6,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
39,Ohio,OH,39099,Mahoning,39099,"Mahoning County, Ohio",0.9195,411.4875065,228452,0,111292,256,98869,875,58898,2350,8976,806,24452,1105,14514,825,10731,892,26.6,1.1,7.9,0.7,24.7,1.1,8.9,0.5,4.8,0.4,0.8276,0.9885,0.8966,0.3793,0.1724,3.2644,0.7586,47841,93,45945,0,35732,1529,7503,587,2259,390,20.9,0.1,20.1,0,16,0.7,7.6,0.6,1,0.2,0.8851,0.092,0.5862,0.9195,0.8851,3.3679,0.9885,56578,1396,24.8,0.6,0.9425,0.9425,0.9425,8328,711,1691,255,844,200,8828,604,6744,552,7.5,0.6,1.5,0.2,0.9,0.2,8.9,0.6,3,0.2,0.8391,0.092,0.2184,0.8621,0.6897,2.7013,0.5977,10.2761,235317,26854,1433,32699,820,14366,0,2116,187,364,133,31,44,6627,1038,375,375,12.1,0,14.3,0.4,6.3,0,0.9,0.1,0.2,0.1,0,0.1,2.9,0.5,0.2,0.1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,3
39,Ohio,OH,39101,Marion,39101,"Marion County, Ohio",0.7241,403.8059586,65179,0,27878,152,24617,397,14827,973,1712,358,5855,499,4680,567,3194,490,25,1.6,6.1,1.3,23.8,2,10.1,1.2,5.4,0.8,0.7126,0.8621,0.5862,0.5747,0.3103,3.0459,0.7011,11546,102,13721,30,10632,878,1433,221,257,133,17.7,0.2,21.1,0,17.8,1.5,5.8,0.9,0.4,0.2,0.3563,0.2414,0.8046,0.5517,0.3448,2.2988,0.3563,7855,453,12.1,0.7,0.7356,0.7356,0.7356,1522,253,1208,201,222,91,1950,262,5666,324,5.5,0.9,4.3,0.7,0.9,0.4,7.9,1.1,8.7,0.5,0.7011,0.3333,0.2184,0.7816,0.9655,2.9999,0.7816,9.0802,64765,7249,906,3153,284,1831,0,384,69,98,38,29,27,2201,318,159,159,12.2,0.1,4.8,0.4,2.8,0,0.6,0.1,0.2,0.1,0,0.1,3.4,0.5,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
39,Ohio,OH,39103,Medina,39103,"Medina County, Ohio",0,421.4578057,179116,0,72938,178,69739,501,18623,1434,2778,454,13291,836,6679,706,6456,759,10.5,0.8,2.9,0.5,19.1,1.2,5.3,0.6,3.6,0.4,0.0345,0.0805,0.7931,0.023,0.0115,0.9426,0.0805,32011,146,39989,0,20135,1205,2988,399,668,286,17.9,0.1,22.3,0,11.3,0.7,4.3,0.6,0.4,0.2,0.4138,0.4253,0.0805,0.1034,0.3448,1.3678,0.0345,12370,737,6.9,0.4,0.3793,0.3793,0.3793,4954,498,730,183,576,152,2452,370,1497,237,6.8,0.7,1,0.3,0.8,0.2,3.5,0.5,0.8,0.1,0.8046,0.046,0.1264,0.0805,0.0115,1.069,0.0345,3.7587,147499,14468,1493,2328,283,4100,0,1798,180,241,171,0,29,3232,423,671,671,8.1,0,1.3,0.2,2.3,0,1,0.1,0.1,0.1,0,0.1,1.8,0.2,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39105,Meigs,39105,"Meigs County, Ohio",0.6782,430.1013627,22974,0,11223,65,9090,232,7420,781,777,188,1973,295,2616,295,1585,394,32.8,3.4,8.3,2,21.7,3.2,16,1.8,7,1.7,0.954,1,0.1034,0.931,0.7356,3.724,0.931,4517,45,5134,116,5232,402,424,121,43,104,19.7,0.2,22.3,0.5,23,1.8,4.7,1.3,0.2,0.5,0.8161,0.4253,0.977,0.1724,0.1149,2.5057,0.5632,809,134,3.5,0.6,0.023,0.023,0.023,303,84,3201,362,120,63,693,127,221,119,2.7,0.7,28.5,3.2,1.3,0.7,7.6,1.4,1,0.5,0.3333,0.9885,0.4483,0.7241,0.0805,2.5747,0.5172,8.8274,17258,4955,630,121,80,181,0,0,23,22,36,0,23,485,98,0,0,21.8,0.1,0.5,0.3,0.8,0,0,0.2,0.1,0.2,0,0.2,2.1,0.4,0,0.2,1,1,0,1,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,1,5
39,Ohio,OH,39107,Mercer,39107,"Mercer County, Ohio",0.023,462.4468021,41034,0,18136,72,16078,316,5518,607,547,148,2564,329,2111,276,1497,282,13.7,1.5,2.5,0.7,15.9,2,7.8,1,3.7,0.7,0.0805,0.0115,0.1954,0.1954,0.046,0.5288,0.0115,7254,46,10552,71,4233,402,586,146,173,134,17.7,0.1,25.7,0.2,10.4,1,3.6,0.9,0.5,0.4,0.3563,0.977,0.0345,0.0345,0.5172,1.9195,0.1034,1999,196,4.9,0.5,0.1839,0.1839,0.1839,376,107,1122,200,236,87,510,146,544,162,2.1,0.6,6.2,1.1,1.5,0.5,3.2,0.9,1.3,0.4,0.2184,0.4943,0.5747,0.046,0.2874,1.6208,0.1494,4.253,40768,3614,509,279,123,777,0,272,61,0,26,307,26,356,137,8,8,8.9,0,0.7,0.3,1.9,0,0.7,0.1,0,0.1,0.7,0.1,0.9,0.3,0,0.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
39,Ohio,OH,39109,Miami,39109,"Miami County, Ohio",0.1379,406.5204,106074,0,44394,116,41260,517,16627,1513,2241,426,8482,667,5999,609,5400,730,15.9,1.4,4.2,0.8,20.6,1.6,8.1,0.8,5.1,0.7,0.1264,0.2759,0.6782,0.2874,0.2759,1.6438,0.1954,19823,128,24469,49,13905,1009,2227,429,594,268,18.7,0.1,23.1,0,13.2,1,5.4,1,0.6,0.3,0.6207,0.6667,0.2184,0.3678,0.6552,2.5288,0.5862,8496,595,8,0.6,0.5287,0.5287,0.5287,1554,315,831,269,331,159,1874,297,977,201,3.5,0.7,1.9,0.6,0.8,0.4,4.5,0.7,0.9,0.2,0.5057,0.1264,0.1264,0.1839,0.046,0.9884,0.023,5.6897,97108,8958,987,2048,309,1868,0,1434,241,110,81,7,14,2987,433,42,42,8.5,0,1.9,0.3,1.8,0,1.4,0.2,0.1,0.1,0,0.1,2.8,0.4,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39111,Monroe,39111,"Monroe County, Ohio",0.2989,455.7230412,13827,0,7476,54,5854,204,3540,546,267,102,1090,182,991,235,983,301,25.9,4,4.7,1.8,18.6,3,9.8,2.3,7.2,2.2,0.7586,0.4368,0.0115,0.5172,0.7586,2.4827,0.4368,3290,53,2849,57,2745,287,199,79,0,76,23.8,0.4,20.6,0.4,20.1,2.1,3.4,1.3,0,0.6,0.977,0.1609,0.8621,0.023,0,2.023,0.1609,407,136,2.9,1,0.0115,0.0115,0.0115,136,61,1177,172,90,53,409,130,143,52,1.8,0.8,15.7,2.3,1.5,0.9,7,2.2,1,0.4,0.1379,0.8621,0.5747,0.6207,0.0805,2.2759,0.3793,6.7931,11494,3280,422,63,73,15,18,67,57,0,19,0,19,261,97,1,1,24,0.1,0.5,0.5,0.1,0.1,0.5,0.4,0,0.3,0,0.3,1.9,0.7,0,0.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
39,Ohio,OH,39113,Montgomery,39113,"Montgomery County, Ohio",0.977,461.3511856,531988,0,254931,449,227077,1280,127755,3290,16574,1128,61348,1900,34596,1840,34395,1987,24.9,0.6,6.3,0.4,27,0.8,9.5,0.5,6.6,0.4,0.6897,0.8966,0.9655,0.4368,0.6897,3.6783,0.908,95292,61,117747,92,80567,2475,19091,989,5559,739,17.9,0.1,22.1,0,15.4,0.5,8.4,0.4,1.1,0.1,0.4138,0.3793,0.4828,0.9655,0.9195,3.1609,0.931,158564,2123,29.8,0.4,0.954,0.954,0.954,22448,1209,3432,469,3139,517,21302,1113,18394,1004,8.8,0.5,1.3,0.2,1.4,0.2,9.4,0.5,3.5,0.2,0.8621,0.0805,0.5172,0.8966,0.7471,3.1035,0.8391,10.8967,561782,54257,2620,108843,1242,16616,0,11712,537,748,205,149,105,18860,1355,1636,1636,10.6,0,20.5,0.2,3.1,0,2.2,0.1,0.1,0.1,0,0.1,3.5,0.3,0.3,0.1,0,0,1,0,0,1,0,0,0,1,2,1,1,1,0,0,0,0,0,0,4
39,Ohio,OH,39115,Morgan,39115,"Morgan County, Ohio",0.5862,416.4257878,14557,0,8015,64,6076,236,4529,526,246,97,1185,186,1479,220,876,227,31.5,3.7,4,1.6,19.5,3,14.1,2.1,6.1,1.6,0.9195,0.2644,0.0345,0.8736,0.5862,2.6782,0.5287,3153,65,3040,41,3165,270,319,91,18,78,21.7,0.4,20.9,0.3,22,1.8,5.3,1.5,0.1,0.6,0.954,0.2184,0.954,0.3333,0.0345,2.4942,0.5402,1232,179,8.5,1.2,0.5632,0.5632,0.5632,75,26,1749,265,108,68,403,107,180,128,0.9,0.3,21.8,3.3,1.8,1.1,6.6,1.8,1.2,0.9,0.023,0.9425,0.7701,0.5517,0.2299,2.5172,0.5057,8.2528,10110,3129,487,537,112,139,0,12,18,24,29,0,19,455,107,65,65,21.8,0.2,3.7,0.8,1,0,0.1,0.1,0.2,0.2,0,0.2,3.1,0.7,0.4,0.6,1,0,0,0,0,1,1,0,1,0,2,0,0,0,0,1,0,0,0,1,4
39,Ohio,OH,39117,Morrow,39117,"Morrow County, Ohio",0.2069,406.1333752,35148,0,14337,49,13064,321,5844,883,484,159,2191,333,2867,470,3586,816,16.8,2.5,2.7,0.9,16.8,2.5,11.7,1.9,10.3,2.3,0.1724,0.0345,0.1379,0.7126,0.9425,1.9999,0.3218,6165,111,7960,68,5548,499,687,246,90,119,17.5,0.3,22.6,0.2,15.9,1.4,5.3,1.9,0.3,0.4,0.2989,0.5172,0.5402,0.3333,0.2759,1.9655,0.1149,1487,189,4.2,0.5,0.1264,0.1264,0.1264,200,99,1451,269,297,157,790,197,275,101,1.4,0.7,10.1,1.9,2.3,1.2,6,1.5,0.8,0.3,0.092,0.7241,0.954,0.4253,0.0115,2.2069,0.3448,6.2987,24397,5639,998,263,81,540,0,155,85,46,57,0,26,471,138,12,12,16.2,0.1,0.7,0.2,1.5,0,0.4,0.2,0.1,0.2,0,0.1,1.3,0.4,0,0.1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
39,Ohio,OH,39119,Muskingum,39119,"Muskingum County, Ohio",0.7356,664.5455678,86033,0,37950,119,33797,429,21498,1563,2159,361,8633,667,6649,690,4834,823,25.7,1.9,5.3,0.9,25.5,1.9,11.3,1.2,5.7,1,0.7471,0.6552,0.7126,0.7011,0.4713,3.2873,0.7701,15149,52,19534,60,13346,904,2196,383,271,197,17.6,0.1,22.7,0.1,15.7,1.1,6.5,1.1,0.3,0.2,0.3333,0.5402,0.5172,0.7241,0.2759,2.3907,0.4483,7602,475,8.8,0.6,0.5747,0.5747,0.5747,1523,272,3243,362,499,144,2115,338,1997,265,4,0.7,8.5,1,1.5,0.4,6.3,1,2.3,0.3,0.5747,0.6782,0.5747,0.4598,0.5747,2.8621,0.6667,9.1148,85909,12538,1259,2548,252,1052,0,439,98,143,62,57,85,3041,290,322,322,14.9,0,3,0.3,1.2,0,0.5,0.1,0.2,0.1,0.1,0.1,3.5,0.3,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,Ohio,OH,39121,Noble,39121,"Noble County, Ohio",0.7126,398.0118683,14410,0,6196,129,4969,255,2672,511,222,120,810,236,1827,300,902,299,22.2,4.2,4.8,2.6,16.3,4.7,16.6,2.7,7.4,2.5,0.5402,0.4598,0,0.9655,0.7816,2.7471,0.5862,3953,0,2684,0,2617,313,182,91,55,75,27.4,0,18.6,0,21.6,2.6,3.7,1.8,0.4,0.5,1,0.023,0.9425,0.046,0.3448,2.3563,0.4023,1147,236,8,1.6,0.5287,0.5287,0.5287,135,81,1132,213,45,43,492,202,2319,319,2.2,1.3,18.3,3.5,0.9,0.9,9.9,4,16.1,2.2,0.2414,0.9195,0.2184,0.954,1,3.3333,0.9425,8.9654,12386,2791,637,810,202,146,78,11,15,26,33,0,19,154,86,0,0,23.1,0.6,5.6,1.4,1,0.5,0.1,0.1,0.2,0.2,0,0.2,1.1,0.6,0,0.2,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,1,0,1,1,3,6
39,Ohio,OH,39123,Ottawa,39123,"Ottawa County, Ohio",0.1494,254.7039689,40557,0,28600,106,18240,377,6407,716,721,153,3311,354,2434,339,1997,395,16.1,1.8,3.7,0.8,18.2,1.9,8,1.1,5,1,0.1494,0.1609,0.3563,0.2644,0.2184,1.1494,0.1034,10277,90,7494,41,6243,435,894,212,86,110,25.3,0.2,18.5,0.1,15.6,1.1,4.9,1.2,0.2,0.3,0.9885,0.0115,0.5057,0.2299,0.1149,1.8505,0.0805,3266,191,8.1,0.5,0.5517,0.5517,0.5517,1274,244,3422,396,138,79,742,193,860,224,4.5,0.9,12,1.4,0.8,0.4,4.1,1,2.1,0.6,0.6552,0.7586,0.1264,0.1379,0.5172,2.1953,0.3333,5.7469,32836,5742,718,499,103,2105,0,99,45,87,54,2,5,442,118,32,32,14.5,0.1,1.2,0.3,5.2,0,0.2,0.1,0.2,0.1,0,0.1,1.1,0.3,0.1,0.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
